age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
early40, State-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Male,none,none,below45, United-States
mid50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
late30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
late20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
early50, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,none,none,below45, United-States
late20, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,none,none,below45, United-States
late50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,none,none,below45, Iran
late20, Local-gov, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,none,none,below45, United-States
late40, Private, Masters, Married-spouse-absent, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,none,none,below45, India
late50, Private, 10th, Married-spouse-absent, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,none,none,below45, India
mid30, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,none,none,below45, United-States
late30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,none,none,below45, United-States
early20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,none,none,below45, United-States
early50, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,none,none,below45, United-States
late20, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,none,none,below45, Laos
under20, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,none,none,below45, United-States
late20, Self-emp-inc, Assoc-acdm, Never-married, Prof-specialty, Other-relative, Black, Female,none,none,below45, United-States
mid40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
early40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
early40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
early40, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,none,none,below45, United-States
late20, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
late70, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
early30, ?, HS-grad, Never-married, ?, Own-child, White, Male,none,none,below45, United-States
under20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,none,none,below45, United-States
mid20, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
early20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,none,none,below45, United-States
early20, Private, Some-college, Never-married, Sales, Own-child, White, Male,none,none,below45, United-States
early20, Private, Some-college, Never-married, Sales, Other-relative, White, Male,none,none,below45, United-States
early20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,none,none,below45, United-States
mid40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below45, United-States
mid50, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,none,none,below45, United-States
early50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below45, United-States
early50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
early50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,none,none,below45, United-States
mid50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
early20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,none,none,below45, United-States
early40, Private, HS-grad, Divorced, Priv-house-serv, Other-relative, Black, Female,none,none,below45, United-States
mid20, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below45, United-States
late30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
early50, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
early20, Private, Assoc-voc, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,none,none,below45, South
mid30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,none,none,below45, Vietnam
late30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,none,none,below45, Philippines
early40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,none,none,below45, Taiwan
mid30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below45, United-States
early40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,none,none,below45, United-States
early40, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,none,none,below45, United-States
early50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,none,none,below45, United-States
early40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
late20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,none,none,below45, United-States
late40, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,none,none,below45, United-States
late40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,none,none,below45, United-States
late40, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,none,none,below45, United-States
late50, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below45, United-States
early50, Local-gov, 11th, Never-married, Craft-repair, Unmarried, White, Male,none,none,below45, United-States
mid40, Private, 12th, Divorced, Transport-moving, Unmarried, Black, Male,none,none,below45, United-States
late50, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,none,below45, United-States
early50, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,none,none,below45, United-States
mid50, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
early30, Federal-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,none,none,below45, Cuba
late20, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,none,none,below45, United-States
under20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,none,none,below45, United-States
early60, Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,none,none,below45, United-States
mid30, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,none,none,below45, United-States
early50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid30, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,none,none,below45, United-States
mid30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,none,none,below45, United-States
early50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid30, Private, Some-college, Widowed, Prof-specialty, Own-child, White, Female,none,none,below45, United-States
early30, Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,none,none,below45, United-States
early30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,none,none,below45, United-States
early20, ?, Some-college, Never-married, ?, Own-child, White, Male,none,none,below45, United-States
mid30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
late20, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,none,none,below45, United-States
late60, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
early70, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below45, United-States
mid20, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,none,none,below45, United-States
mid20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below45, United-States
early20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,none,none,below45, United-States
early20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,none,none,below45, United-States
mid20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,none,none,below45, United-States
mid20, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,none,none,below45, Italy
mid20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,none,none,below45, United-States
early50, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below45, United-States
late40, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,none,none,below45, United-States
early30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid30, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,none,none,below45, United-States
early40, State-gov, 9th, Separated, Machine-op-inspct, Not-in-family, Black, Male,none,none,below45, United-States
under20, Private, 11th, Never-married, Sales, Own-child, White, Female,none,none,below45, United-States
early30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
late40, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,none,none,below45, United-States
mid60, ?, Preschool, Married-civ-spouse, ?, Husband, White, Male,none,none,below45, United-States
early20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
mid60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
early20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,none,none,below45, United-States
mid30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,none,none,below45, United-States
late50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
early50, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,none,none,below45, United-States
early50, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below45, United-States
early50, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below45, United-States
early60, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,none,none,below45, United-States
mid50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
mid30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below45, United-States
mid30, Private, Assoc-voc, Divorced, Tech-support, Unmarried, Black, Female,none,none,below45, United-States
mid60, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below45, United-States
